id,name,late,subject
452,Collin Lopez,0,physics
454,Peter Mcdowell,0,physics
459,Lauren Hayes,0,physics
467,Theodore Mcgrath,0,physics
468,Stephanie Collins,0,physics
474,Jennifer Summers,0,physics
481,Michelle Kelley,60,physics
482,Kimberly Maynard,0,physics
485,Collin Lopez,60,physics
488,Sarah Villanueva,0,physics
495,Norma Fisher,0,physics
503,Brian Hamilton,0,physics
505,Sean Green,0,physics
511,Walter Pratt,0,physics
515,Kimberly Maynard,7,physics
537,Susan Levy,0,physics
541,April Snyder,7,physics
545,Bobby Flores,0,physics
546,Tasha Rodriguez,0,physics
553,Peter Mcdowell,0,physics
560,Angela Salazar,0,physics
567,Stephanie Collins,0,physics
569,Brian Hamilton,0,physics
572,Kimberly Smith,0,physics
573,Jennifer Summers,0,physics
576,Cheryl Bradley,0,physics
581,Kimberly Maynard,0,physics
582,Laurie Wallace,6,physics
592,Whitney Stark,0,physics
596,Elizabeth Woods,0,physics
602,Brian Hamilton,0,physics
611,Bobby Flores,0,physics
616,Janice Johnston,0,physics
618,Mary Alvarez,0,physics
627,Norma Fisher,2,physics
633,Stephanie Collins,0,physics
634,Stephanie Sutton,0,physics
638,Kimberly Smith,0,physics
641,Dana Nguyen,14,physics
643,Walter Pratt,0,physics
645,Tasha Rodriguez,0,physics
651,Mary Alvarez,0,physics
652,Peter Mcdowell,0,physics
656,Stephanie Lawrence,6,physics
657,Lauren Hayes,0,physics
664,Peter Montgomery,0,physics
666,Stephanie Collins,0,physics
672,Jennifer Summers,0,physics
675,Cheryl Bradley,0,physics
690,Lauren Hayes,0,physics
697,Peter Montgomery,0,physics
700,Stephanie Sutton,0,physics
703,Sean Green,0,physics
704,Kimberly Smith,0,physics
707,Dana Nguyen,0,physics
708,Cheryl Bradley,0,physics
709,Walter Pratt,0,physics
720,Kimberly Myers,0,physics
723,Lauren Hayes,0,physics
724,Whitney Stark,0,physics
727,Jorge Sullivan,0,physics
733,Stephanie Sutton,1,physics
734,Brian Hamilton,0,physics
752,Sarah Villanueva,60,physics
758,Angela Salazar,0,physics
759,Norma Fisher,0,physics
761,Elizabeth Woods,0,physics
766,Stephanie Sutton,0,physics
769,Sean Green,0,physics
772,April Snyder,0,physics
774,Cheryl Bradley,0,physics
779,Kimberly Maynard,0,physics
780,Laurie Wallace,0,physics
784,Peter Mcdowell,0,physics
790,Whitney Stark,0,physics
793,Jorge Sullivan,0,physics
796,Peter Montgomery,12,physics
799,Stephanie Sutton,0,physics
802,Sean Green,0,physics
806,Dana Nguyen,0,physics
809,Bobby Flores,0,physics
813,Laurie Wallace,0,physics
823,Whitney Stark,0,physics
825,Norma Fisher,0,physics
826,Jorge Sullivan,8,physics
829,Peter Montgomery,20,physics
832,Stephanie Sutton,0,physics
839,Dana Nguyen,0,physics
849,Mary Alvarez,0,physics
859,Jorge Sullivan,0,physics
860,Elizabeth Woods,0,physics
862,Peter Montgomery,0,physics
864,Stephanie Collins,0,physics
870,Jennifer Summers,0,physics
871,April Snyder,0,physics
875,Bobby Flores,0,physics
877,Michelle Kelley,0,physics
879,Laurie Wallace,0,physics
886,Desiree Cain,0,physics
888,Lauren Hayes,0,physics
889,Whitney Stark,0,physics
899,Brian Hamilton,8,physics
902,Kimberly Smith,0,physics
903,Jennifer Summers,0,physics
906,Cheryl Bradley,0,physics
910,Michelle Kelley,0,physics
919,Desiree Cain,0,physics
920,Stephanie Lawrence,0,physics
922,Whitney Stark,60,physics
950,Sarah Villanueva,0,physics
954,Lauren Hayes,0,physics
958,Jorge Sullivan,0,physics
960,Susan Wagner,0,physics
961,Peter Montgomery,0,physics
962,Theodore Mcgrath,0,physics
966,Susan Levy,0,physics
969,Jennifer Summers,16,physics
970,April Snyder,0,physics
981,Mary Alvarez,0,physics
983,Sarah Villanueva,0,physics
986,Stephanie Lawrence,0,physics
988,Whitney Stark,0,physics
